_source,cust_guid,history,md5,model,notes,observed,platform,related_intent,requesttype,routed,subtags,tag,tagsource,text,timestamp,weight
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 17}",886532151126042015Comcast.USRIMS,,9a8c40f15245050953960a957a2df6d9,known_good,"[""retagging per comcast tags on sampling 3/02/2017""]",OS,,,,OS,,OS,"{'flavor': '', 'record': 288, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Call me,2017-02-06T15:24:28.957000+00:00,0.4166666666666667
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 18}",226714050603052016Comcast.cust,,b4c5c796dac14ed8a1665412b8576bf1,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",OS,,,,OS,,RVF,"{'flavor': '', 'record': 99, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Call screening,2017-02-11T15:29:49.254000+00:00,0.8333333333333334
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 19}",657118471002112015Comcast.cust,,c5e8856c7d023b905fd1b36ba41f11ce,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RHD,,,,RHD,,RHD,"{'flavor': '', 'record': 100, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Camera reboot,2017-02-05T23:15:03.937000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 20}",785920040720171002Comcast.USROSP,,14735f858ba6831d9f0937cde2c07e15,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",ATT,,,,RV,,ATT,"{'flavor': '', 'record': 289, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Can I record a show from my cell phone when I am not at home,2017-02-11T13:24:02.073000+00:00,0.5
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 21}",917148250413012016Comcast.cust,BB,95a9ac8a3c3d27f14141ca5956e76da4,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017"", ""2017-07-21T17:01:05.889539: autotagged by fwph""]",BBD,,,,B,,BBD,"('tagquestions20170713.csv', '', 60)",Can you change you bills due date,2017-02-07T23:01:58.958000+00:00,0.23809523809523808
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 22}",267321430326062010Comcast.USR0JR,,53ea89a22ccae7047905c0378660ddaf,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RIW,,,,LPR,,RIW,"{'flavor': '', 'record': 79, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Change internet password,2017-02-05T21:02:03.358000+00:00,0.5833333333333334
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 23}",538809351011072016Comcast.cust,,175dc4e9b4a13e09547fe454aac43eac,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RIW,,,,RIW,,RIW,"{'flavor': '', 'record': 112, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Change wifi network name,2017-02-10T01:49:29.813000+00:00,0.5833333333333334
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 24}",558828071230082016Comcast.cust,,8bb8ca98ae6f18cd4c2919d1446788e2,known_good,"[""retagging per comcast tags on sampling 3/02/2017""]",RTG,,,,RTG,,RTG,"{'flavor': '', 'record': 298, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Channel guide,2017-02-11T01:46:53.427000+00:00,0.4583333333333333
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 25}",882017460703052016Comcast.cust,,20961c0f550b6c367d5e537e80b0d621,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",OS,,,,O,,OS,"{'flavor': '', 'record': 254, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Chat,2017-02-10T16:48:06.707000+00:00,0.4166666666666667
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 26}",301425200825082016Comcast.cust,,a968e6ca34b5ad6057e32ba4b606493f,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RIE,,,,RIE,,RIE,"{'flavor': '', 'record': 78, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Check email,2017-02-09T18:16:11.855000+00:00,0.8
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 27}",052712452017022006Comcast.USR4JR,,863d2e701f09b50a9a360a8aeb642f0c,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RI,,,,RI,,RID,"{'flavor': '', 'record': 115, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Check router dns,2017-02-10T17:55:24.865000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 28}",078626012009122011Comcast.USR4JR,,3387a80c30a6097a94f550ddbf60d05b,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",BSI,,,,R,,RID,"{'flavor': '', 'record': 118, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Connect  new modem,2017-02-11T19:05:01.386000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 29}",411503250629032015Comcast.USRIMS,B,2e1e5732a616972367854e89da8148ba,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017"", ""2017-05-01T16:22:55.640068: New tags from Comcast for weeks from 20170305, 20170312, 20170319.""]",BAV,,,,B,,BAV,"('comcast_tags-merged.csv', '', 155)",Contract,2017-02-06T14:38:40.707000+00:00,0.20588235294117646
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 30}",375902010907012015Comcast.USRIMS,,1cc4c27fd891ad89a06d3a25e6c406c3,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RIE,,,,RIE,,B,"{'flavor': '', 'record': 123, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Create email address,2017-02-05T15:54:06.359000+00:00,0.20588235294117646
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 31}",835048511011012015Comcast.cust,,3981d905df6bd783e678a9c78fffe8f6,known_good,"[""retagging per comcast tags on sampling 3/02/2017""]",O,,,,O,,O,"{'flavor': '', 'record': 304, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Dave,2017-02-09T19:38:22.505000+00:00,0.4117647058823529
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 32}",262320070714054307COMCAST.USRMIG,,a5710e7e5a47a3a6d9d1fdfcca851360,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",BB,,,,B,,B,"{'flavor': '', 'record': 126, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Did we purchase Trolls?,2017-02-10T11:44:30.219000+00:00,0.20588235294117646
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 33}",716134140314102013Comcast.USRIMS,,ed9e182b3bedabf35dea2646467bfca4,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",BS,,,,B,,BS,"{'flavor': '', 'record': 128, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Discounts,2017-02-07T18:26:18.351000+00:00,0.7777777777777778
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 34}",492001120612012017Comcast.cust,,709695e63e4ed2b9dcf75d2e0f8ea2b2,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RTV,,,,RTV,,RTV,"{'flavor': '', 'record': 133, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Dvr is skipping,2017-02-08T03:17:32.043000+00:00,0.6666666666666666
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 35}",759310030803022016Comcast.cust,,50b4823f258f1b6d70e9e88c42cb8a67,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RTG,,,,RTG,,RTG,"{'flavor': '', 'record': 134, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Edit my lineup,2017-02-05T09:21:40.848000+00:00,0.4583333333333333
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 36}",135251471402042010Comcast.USR0JR,,c601c79ff23b76109b061ab30fd04807,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RIE,,,,RIE,,RIE,"{'flavor': '', 'record': 269, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Email account,2017-02-05T16:24:57.777000+00:00,0.8
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 37}",298338261530072008Comcast.USR5JR,BS,b58bed919672cddf5cece6cb02c5d403,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017"", ""2017-07-23T17:38:28.450624: applying BSE retags from earlier knowngood changes (source note: fh: added 20170720 to support 20170719 business logic with new BSE intent)""]",BSE,,,,BS,,BSE,"('BSE-queries.csv', '', 1)",Equipment upgrade,2017-02-12T02:00:03.794000+00:00,0.7777777777777778
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 38}",176819470905122015Comcast.cust,,5e6105d3bfb7080d04b90b07743fbcca,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RIWH,,,,RIWH,,RIWH,"{'flavor': '', 'record': 140, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Find Internet hotspot,2017-02-10T01:08:58.243000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 39}",433504450117042014Comcast.USRIMS,,29c4968e8c1759bf8f252f0b5a8afe24,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RTP,,,,RTN,,RTP,"{'flavor': '', 'record': 314, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Frozen picture,2017-02-11T23:04:41.044000+00:00,0.5
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 40}",259554420929102016Comcast.cust,,ba4bfc38efffa2edf5eee8379d4f5e6d,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",ATT,,,,B,,BBS,"{'flavor': '', 'record': 142, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Go paperless,2017-02-06T12:45:29.671000+00:00,0.3333333333333333
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 41}",886930440228012017Comcast.cust,,855486dd1e6bfad33fdd986f21ac4535,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",B,,,,BS,,BST,"{'flavor': '', 'record': 146, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",HDTV Service,2017-02-05T22:49:33.749000+00:00,0.5384615384615384
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 42}",171421471320092007Comcast.USR7JR,,6992b791c32b28ba0b20f515893f9e24,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RTS,,,,RTM,,RTG,"{'flavor': '', 'record': 143, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Had no trouble for years with HBO GO and XFINITY Go. Yet your ads says works with anything with a screen!! That's a lie!! Only for IOS or Android. Honestly I'm grateful I have Netflix and Prime because XFINITY is useless on my kindle now.,2017-02-12T04:34:10.873000+00:00,0.4583333333333333
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 43}",961111360315102016Comcast.cust,,90a3cba239256e825de213d04812fafe,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RIWH,,,,RI,,RIWH,"{'flavor': '', 'record': 148, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Hot spots in Okeechobee Florida,2017-02-11T13:32:32.871000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 44}",449101171219012017Comcast.cust,,5be41bb3ca01c9320a03e39d752ae3c2,known_good,"[""retagging per comcast tags on sampling 3/02/2017""]",RIWH,,,,RIWH,,RIWH,"{'flavor': '', 'record': 271, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",Hotspot,2017-02-08T14:49:53.202000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 45}",807752100709022017Comcast.cust,,6e588991b17d7360a151fa4ca4c174e8,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",LPR,,,,LPR,,LPR,"{'flavor': '', 'record': 150, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How can I change my password,2017-02-09T19:20:27.409000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 46}",964337510216072015Comcast.cust,BB,19ac006d8fa4f0c77a1ed247abb52253,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017"", ""2017-07-21T17:01:05.894476: autotagged by fwph (source note: Customer wants to update their billing information, which is BP)""]",BAU,,,,B,,BP,"('tagquestions20170713.csv', '', 19)",How can I change the credit card,2017-02-07T04:16:00.414000+00:00,0.23809523809523808
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 47}",065617042020012007Comcast.USR4JR,,d5ba358fe8aad126099748b22d995df1,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",BS,,,,BC,,BS,"{'flavor': '', 'record': 152, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How can I downgrade,2017-02-11T01:44:22.592000+00:00,0.7777777777777778
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 48}",535604510331012017Comcast.cust,,f7159a39592b353dfb2dae2a2d1529ed,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RVF,,,,O,,RVF,"{'flavor': '', 'record': 319, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How can I view call history,2017-02-11T13:33:15.229000+00:00,0.8333333333333334
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 49}",768344411202022017Comcast.cust,,daefa718f8b6f581d916824dcdd3c44e,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RT,,,,O,,RTV,"{'flavor': '', 'record': 159, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How do I access my recordings,2017-02-05T22:20:25.962000+00:00,0.6666666666666666
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 50}",195220040111084926COMCAST.USRMIG,,1db2e04356c7eb28da67f1ab2ed373d6,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",BST,,,,B,,BST,"{'flavor': '', 'record': 166, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How do I get another cable box for a different room/new smart tv?,2017-02-07T12:28:26.919000+00:00,0.5384615384615384
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 51}",432530261212082016Comcast.cust,,ee463b8b398c777dca4e94a20455e778,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RTS,,,,RTS,,RTS,"{'flavor': '', 'record': 167, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How do I get my Netflix,2017-02-05T20:36:26.843000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 52}",175750110521122016Comcast.cust,,189e552f013c7655374baf2e6520ff71,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",A,,,,A,,ST,"{'flavor': '', 'record': 170, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How do I look at my service call on the xfinity app,2017-02-07T22:15:05.209000+00:00,0.75
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 53}",899820061208111834COMCAST.USRMIG,,3b50242b27204580ed86e4bc6ab13dd5,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RTR,,,,RTR,,RTR,"{'flavor': '', 'record': 172, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How do I program a remote to a new tv,2017-02-07T23:24:00.555000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 54}",250018502205032010Comcast.USR5JR,,a0aeca20d97d8c47bfaa35c1f983170e,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RID,,,,B,,RID,"{'flavor': '', 'record': 173, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How do I register a new modem,2017-02-10T23:45:15.734000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 55}",081706131303062011Comcast.USR2JR,,198b439da7e4c91a0c784cadf8cd4401,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RIW,,,,RIW,,RIW,"{'flavor': '', 'record': 174, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How do I reset my Wi-Fi password,2017-02-06T03:39:26.814000+00:00,0.5833333333333334
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 56}",282345051302112007Comcast.USR6JR,,6894b831f3f92e6e6d51bb8cdf29b577,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RS,,,,RS,,RS,"{'flavor': '', 'record': 176, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How do we activate new equipment,2017-02-06T22:39:42.010000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 57}",359754321128112014Comcast.cust,,d114733fd9b1774a065228bae9566c56,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RT,,,,BCT,,RT,"{'flavor': '', 'record': 178, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How do you get the caption stuff off the tv,2017-02-05T22:41:46.565000+00:00,0.0625
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 58}",965125451210022015Comcast.USRIMS,,94ad0cfd30dbc67a608494547bafb91b,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",RTR,,,,RTR,,RTR,"{'flavor': '', 'record': 187, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",How to program my remote to my TV,2017-02-11T01:36:03.823000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 59}",270117330317072013Comcast.USRIMS,,f9a7e6033836b13613fcf2684a74bf9b,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017"", ""2017-04-19T14:16:10.080457: B retag data from 20170413""]",BA,,,,B,,BAS,"('cctraining', 'bretag20170413', 420)",I have another account,2017-02-08T00:10:01.175000+00:00,0.20588235294117646
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 60}",797610170920052014Comcast.USRIMS,,8961ea782c62c8725f0f78047cdbc26a,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",BSR,,,,BSR,,BSR,"{'flavor': '', 'record': 272, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",I need a new remote,2017-02-10T03:13:13.061000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170205a', 'record': 61}",616616151019082014Comcast.USRIMS,,0bc0398769876754cfd388095251c1f7,ccSklearnLogitEnsemble,"[""retagging per comcast tags on sampling 3/02/2017""]",BST,,,,BST,,BST,"{'flavor': '', 'record': 194, 'corpus': '/Users/andymaheshw/data/sampling/comcast-srs/20170205-20170212/received_from_client/Baseline_20170205.csv'}",I need add to Channel viceland,2017-02-09T02:55:40.877000+00:00,0.5384615384615384
